,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
78,AL970C,NJ,PAS,1452920254,01/02/2020,12:15P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFhM2xOUkVreFRrRTlQUT09&locationName=_____________________)
79,HRB8807,NY,PAS,4677263280,01/24/2020,09:26A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZTVEpOZWtrMFRVRTlQUT09&locationName=_____________________)
80,C91GDY,NJ,PAS,8564407991,06/13/2017,11:57A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,112.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVWGRPZW1zMVRWRTlQUT09&locationName=_____________________)
81,HUW1164,NY,PAS,8599630842,11/09/2017,08:12A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,75.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVXWHBOUkdjd1RXYzlQUT09&locationName=_____________________)
82,88358JX,NY,COM,8599633892,11/14/2017,02:47P,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,88.0,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVXWHBOZW1jMVRXYzlQUT09&locationName=_____________________)
83,HMJ5629,NY,OMS,8599635542,11/17/2017,08:09A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVXWHBPVkZVd1RXYzlQUT09&locationName=_____________________)
84,DGX6229,NY,PAS,8599639900,11/24/2017,10:35A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,94.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVXWHBQVkd0M1RVRTlQUT09&locationName=_____________________)
85,95950MB,NY,COM,8599756850,10/13/2017,10:06A,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekZPYW1jeFRVRTlQUT09&locationName=_____________________)
86,74399MK,NY,COM,8599762310,10/30/2017,03:41P,DOUBLE PARKING,,115.0,10.0,0.0,125.0,0.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpOYWsxNFRVRTlQUT09&locationName=_____________________)
87,XETB10,NJ,PAS,8599762333,10/30/2017,03:54P,EXPIRED MUNI METER,,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpOYWsxNlRYYzlQUT09&locationName=_____________________)
88,HNY4402,NY,PAS,8528922856,06/23/2017,01:22P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xOYW1jeFRtYzlQUT09&locationName=_____________________)
89,GYD5312,NY,PAS,8538416121,06/14/2017,11:28A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,79.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWtWNVRWRTlQUT09&locationName=_____________________)
90,36075JV,NY,COM,8538416080,06/14/2017,11:05A,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,79.0,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWtFMFRVRTlQUT09&locationName=_____________________)
91,XDWC18,NJ,PAS,8478813494,04/19/2017,12:23P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZWxFMVRrRTlQUT09&locationName=_____________________)
92,FMV6031,NY,PAS,8478813500,04/19/2017,12:30P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,65.0,0.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZWxWM1RVRTlQUT09&locationName=_____________________)
93,CXS6519,NY,PAS,8478813731,04/20/2017,12:46P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZW1ONlRWRTlQUT09&locationName=_____________________)
94,OL1329K,NJ,PAS,8484425083,06/28/2017,04:19P,DOUBLE PARKING,,115.0,10.0,0.0,0.0,125.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPVkVFMFRYYzlQUT09&locationName=_____________________)
95,HTZ9897,NY,PAS,8640262755,04/06/2018,12:59P,FAIL TO DSPLY MUNI METER RECPT,09/13/2018,35.0,60.0,12.75,0.07,107.68,0.0,102.0,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVTVEpOYW1NeFRsRTlQUT09&locationName=_____________________)
96,14955ML,NY,COM,8689590031,01/22/2020,03:02P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,0.0,65.0,0.0,5.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FOVVWVFZOUkVGNlRWRTlQUT09&locationName=_____________________)
97,FPL5865,NY,PAS,8564450124,05/03/2017,04:10P,NO STANDING-BUS LANE,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZOUkVWNVRrRTlQUT09&locationName=_____________________)
98,ETE3450,NY,PAS,8538416388,06/15/2017,11:42A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,88.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWswMFQwRTlQUT09&locationName=_____________________)
99,14828MJ,NY,COM,8599762801,10/31/2017,03:32P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpOYW1kM1RWRTlQUT09&locationName=_____________________)
100,XBJT21,NJ,PAS,8599762825,10/31/2017,03:55P,EXPIRED MUNI METER,,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpOYW1kNVRsRTlQUT09&locationName=_____________________)
101,GGF4107,NY,PAS,8599763374,11/02/2017,03:27P,EXPIRED MUNI METER,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpOZWswelRrRTlQUT09&locationName=_____________________)
102,32397MD,NY,COM,8599765498,11/09/2017,03:50P,EXPIRED MUNI METER,,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpPVkZFMVQwRTlQUT09&locationName=_____________________)
103,HRF3804,NY,PAS,8599771474,11/28/2017,08:44A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,65.0,0.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZek5OVkZFelRrRTlQUT09&locationName=_____________________)
104,EHD4421,NY,PAS,8599913610,11/28/2017,08:56A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,23.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhM2hOZWxsNFRVRTlQUT09&locationName=_____________________)
105,90581MA,NY,COM,8478813688,04/20/2017,11:10A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,17.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZWxrMFQwRTlQUT09&locationName=_____________________)
106,FFB4362,NY,PAS,8528922972,06/23/2017,03:45P,OBSTRUCTING TRAFFIC/INTERSECT,,115.0,0.0,0.0,0.0,115.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xOYW1zelRXYzlQUT09&locationName=_____________________)
107,DDB8740,NY,PAS,8538416285,06/15/2017,09:51A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,83.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWtrMFRsRTlQUT09&locationName=_____________________)
108,21U6370,NY,MOT,8478815065,05/03/2017,12:55P,NO STANDING-COMM METER ZONE,,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPVkVFeVRsRTlQUT09&locationName=_____________________)
109,60707MD,NY,COM,8478813743,04/20/2017,01:16P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,25.0,40.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZW1Nd1RYYzlQUT09&locationName=_____________________)
110,51468MG,NY,COM,8478813792,04/20/2017,02:50P,EXPIRED MUNI METER,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hOZW1NMVRXYzlQUT09&locationName=_____________________)
111,OL9304J,NJ,PAS,8484425307,06/29/2017,08:18A,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,95.0,0.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPVkUxM1RuYzlQUT09&locationName=_____________________)
112,F81BND,NJ,PAS,1326695010,01/14/2012,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSTmVVNXFXVFZPVkVGNFRVRTlQUT09&locationName=_____________________)
113,91968MG,NY,COM,8599769730,11/22/2017,09:37A,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVZekpQVkdONlRVRTlQUT09&locationName=_____________________)
114,PAL6482,MN,PAS,8599805861,10/05/2017,05:27A,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,23.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaM2RPVkdjeVRWRTlQUT09&locationName=_____________________)
115,PAL6482,MN,PAS,8599805873,10/05/2017,05:29A,PLTFRM LFTS LWRD POS COMM VEH,,45.0,0.0,0.0,22.0,23.0,0.0,23.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaM2RPVkdjelRYYzlQUT09&locationName=_____________________)
116,PAR1262,MN,PAS,8599806026,10/05/2017,06:25A,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaM2RPYWtGNVRtYzlQUT09&locationName=_____________________)
117,T738382C,NY,OMT,8599815416,11/16/2017,05:46A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,115.0,0.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaM2hPVkZGNFRtYzlQUT09&locationName=_____________________)
118,HVB5460,NY,PAS,8599817267,11/22/2017,06:40A,CROSSWALK,,115.0,0.0,0.0,0.0,115.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaM2hPZWtreVRuYzlQUT09&locationName=_____________________)
119,XEEZ99,NJ,PAS,8599855384,10/10/2017,02:47P,NO PARKING-DAY/TIME LIMITS,,65.0,10.0,0.0,0.0,75.0,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekZPVkUwMFRrRTlQUT09&locationName=_____________________)
120,19890ML,NY,COM,8689590109,01/22/2020,04:35P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,5.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FOVVWVFZOUkVWM1QxRTlQUT09&locationName=_____________________)
121,T752413C,NY,OMT,8599860203,10/28/2017,01:38P,FIRE HYDRANT,,115.0,10.0,0.0,10.0,115.0,0.0,9.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOUkVsM1RYYzlQUT09&locationName=_____________________)
122,ZWM91R,NJ,PAS,8599861323,11/02/2017,01:58P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,6.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOVkUxNVRYYzlQUT09&locationName=_____________________)
123,83034ME,NY,COM,8599861384,11/02/2017,02:32P,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,6.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOVkUwMFRrRTlQUT09&locationName=_____________________)
124,63581JM,NY,COM,8599862479,11/07/2017,04:11P,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,6.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOYWxFelQxRTlQUT09&locationName=_____________________)
125,92734JU,NY,COM,8599862546,11/09/2017,01:07P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,7.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOYWxVd1RtYzlQUT09&locationName=_____________________)
126,HMJ6019,NY,OMS,8599863230,11/11/2017,01:02P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVaekpOZWtsNlRVRTlQUT09&locationName=_____________________)
127,K38BJA,NJ,PAS,8599912460,11/20/2017,10:07A,BEYOND MARKED SPACE,,45.0,0.0,0.0,0.0,45.0,0.0,23.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhM2hOYWxFeVRVRTlQUT09&locationName=_____________________)
128,HCX4991,NY,PAS,8593380074,02/14/2018,09:23A,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,49.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VMTZUVFJOUkVFelRrRTlQUT09&locationName=_____________________)
129,HRA9013,NY,PAS,8538416522,06/16/2017,11:15A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,83.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWxWNVRXYzlQUT09&locationName=_____________________)
130,HJE9113,NY,PAS,8538416418,06/15/2017,11:54A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,88.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYWxGNFQwRTlQUT09&locationName=_____________________)
131,EBG4752,NY,PAS,8564451001,05/09/2017,12:59P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,102.0,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZOVkVGM1RWRTlQUT09&locationName=_____________________)
132,73485JZ,NY,COM,8478814279,04/25/2017,11:44A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPUkVrelQxRTlQUT09&locationName=_____________________)
133,JCW9781,NY,PAS,4677266943,01/28/2020,06:05A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZTVEpPYW1zd1RYYzlQUT09&locationName=_____________________)
134,24784MH,NY,COM,8640327403,07/06/2018,00:49A,STORAGE-3HR COMMERCIAL,10/25/2018,65.0,60.0,16.1,0.06,141.04,0.0,104.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVUWGxPZWxGM1RYYzlQUT09&locationName=_____________________)
135,XBXZ53,NJ,PAS,8478814267,04/25/2017,11:37A,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,115.0,0.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPUkVreVRuYzlQUT09&locationName=_____________________)
136,R46GEN,NJ,PAS,8564450999,05/08/2017,06:48P,DOUBLE PARKING,,115.0,10.0,0.0,0.0,125.0,0.0,112.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZOUkdzMVQxRTlQUT09&locationName=_____________________)
137,12089JY,NY,COM,8599958094,10/26/2017,02:49P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,9.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhekZQUkVFMVRrRTlQUT09&locationName=_____________________)
138,HSA7141,NY,PAS,8599960088,11/03/2017,10:14A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,9.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhekpOUkVFMFQwRTlQUT09&locationName=_____________________)
139,89409MJ,NY,COM,8599961275,11/07/2017,12:17P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,9.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhekpOVkVrelRsRTlQUT09&locationName=_____________________)
140,HET1573,NY,PAS,8600115024,11/28/2017,05:49A,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,23.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVSWGhPVkVGNVRrRTlQUT09&locationName=_____________________)
141,77885MJ,NY,COM,8484425435,06/29/2017,01:26P,IDLING,,115.0,0.0,0.0,10.0,105.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPVkZGNlRsRTlQUT09&locationName=_____________________)
142,60364JR,NY,COM,8528923277,06/28/2017,09:48A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,47.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xOZWtrelRuYzlQUT09&locationName=_____________________)
143,GXA5126,NY,PAS,8528923344,06/28/2017,02:03P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xOZWswd1RrRTlQUT09&locationName=_____________________)
144,HMR4897,NY,PAS,8528923320,06/28/2017,01:51P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xOZWsxNVRVRTlQUT09&locationName=_____________________)
145,HCM6752,NY,PAS,8747041821,06/21/2019,09:04A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,90.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZRVEJOVkdkNVRWRTlQUT09&locationName=_____________________)
146,D86CEY,NJ,PAS,8478814280,04/25/2017,11:50A,NO PARKING-DAY/TIME LIMITS,,65.0,30.0,0.0,0.0,95.0,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPUkVrMFRVRTlQUT09&locationName=_____________________)
147,28665MH,NY,COM,8478814486,04/27/2017,02:18P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,33.0,82.0,0.0,10.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPUkZFMFRtYzlQUT09&locationName=_____________________)
148,GKS4359,NY,PAS,8478814504,04/27/2017,03:54P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,10.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVaM2hPUkZWM1RrRTlQUT09&locationName=_____________________)
149,DKL7082,NY,PAS,8538416832,06/17/2017,08:52A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,79.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPYW1kNlRXYzlQUT09&locationName=_____________________)
150,FHF9251,NY,PAS,8534732541,06/26/2017,04:54P,NON-COMPLIANCE W/ POSTED SIGN,,60.0,0.0,0.0,60.0,0.0,0.0,75.0,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrNUVZM3BOYWxVd1RWRTlQUT09&locationName=_____________________)
151,L37JYL,NJ,PAS,8589797934,08/08/2018,09:01P,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,23.0,NY,TRAFFIC,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FOVVZelZPZW10NlRrRTlQUT09&locationName=_____________________)
152,AJL8540,NY,PAS,8593380086,02/14/2018,09:31A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,49.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VMTZUVFJOUkVFMFRtYzlQUT09&locationName=_____________________)
153,GPK6987,NY,PAS,8035132994,02/06/2016,08:12A,NO PARKING-STREET CLEANING,05/26/2016,45.0,60.0,13.14,0.0,118.14,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVrNVVSWHBOYW1zMVRrRTlQUT09&locationName=_____________________)
154,51589MG,NY,COM,8599961652,11/10/2017,08:40A,DOUBLE PARKING,,115.0,0.0,0.0,115.0,0.0,0.0,6.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVhekpOVkZreFRXYzlQUT09&locationName=_____________________)
155,96601MJ,NY,COM,8600005036,11/02/2017,09:52A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVRWGRPVkVGNlRtYzlQUT09&locationName=_____________________)
